specimen_no,record_type,flags,occurrence_no,reid_no,collection_no,specimen_id,is_type,specimen_side,specimen_part,specimen_sex,n_measured,measurement_source,magnification,comments,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_rank,accepted_no,max_ma,min_ma,reference_no
80618,spm,,679941,0,,LH V0011,holotype,,tibia,,1,table,,,n. gen. Gigantoraptor n. sp. erlianensis,species,103708,,Gigantoraptor erlianensis,species,103708,83.5,70.6,24635
80619,spm,,498881,0,,AMNH 3041,holotype,,humerus,,1,table,,,n. gen. Microvenator n. sp. celer,species,65860,,Microvenator celer,species,65860,113,100.5,13525
80620,spm,,498881,0,,AMNH 3041,holotype,,ulna,,1,table,,,n. gen. Microvenator n. sp. celer,species,65860,,Microvenator celer,species,65860,113,100.5,13525
80621,spm,,883310,0,,IVPP V16896,holotype,,skull,,1,,,juvenile,n. gen. Banji n. sp. long,species,172315,,Banji long,species,172315,72.1,66,33857
80622,spm,,487434,0,,AMNH 6517,holotype,,skull,,1,table,,,Fenestrosaurus philoceratops,species,65169,,Fenestrosaurus philoceratops,species,65169,83.5,70.6,9631
80623,spm,,487434,0,,AMNH 6517,holotype,,scapula,,1,table,,,Fenestrosaurus philoceratops,species,65169,,Fenestrosaurus philoceratops,species,65169,83.5,70.6,9631
80624,spm,,487434,0,,AMNH 6517,holotype,,humerus,,1,table,,,Fenestrosaurus philoceratops,species,65169,,Fenestrosaurus philoceratops,species,65169,83.5,70.6,9631
80625,spm,,487434,0,,AMNH 6517,holotype,,radius,,1,table,,,Fenestrosaurus philoceratops,species,65169,,Fenestrosaurus philoceratops,species,65169,83.5,70.6,9631
80626,spm,,487434,0,,AMNH 6517,holotype,,ulna,,1,table,,,Fenestrosaurus philoceratops,species,65169,,Fenestrosaurus philoceratops,species,65169,83.5,70.6,9631
80627,spm,,809199,0,,IGM 100/20,holotype,,skull,,1,,,,Conchoraptor gracilis,species,67259,,Conchoraptor gracilis,species,67259,83.5,70.6,15010
80628,spm,,809199,0,,IGM 100/20,,,ZPAL MgD-I/95,,1,,,,Conchoraptor gracilis,species,67259,,Conchoraptor gracilis,species,67259,83.5,70.6,15010
80629,spm,,389121,0,,IGM 100/973,paratype,,skull,,1,,,,n. gen. Khaan n. sp. mckennai,species,57026,,Khaan mckennai,species,57026,83.6,72.1,9961
80630,spm,,389121,0,,IGM 100/973,paratype,,femur,,1,,,,n. gen. Khaan n. sp. mckennai,species,57026,,Khaan mckennai,species,57026,83.6,72.1,9961
80631,spm,,389121,0,,IGM 100/973,paratype,,tibia,,1,,,,n. gen. Khaan n. sp. mckennai,species,57026,,Khaan mckennai,species,57026,83.6,72.1,9961
80632,spm,,389121,0,,IGM 100/1002,paratype,,scapula,,1,,,,n. gen. Khaan n. sp. mckennai,species,57026,,Khaan mckennai,species,57026,83.6,72.1,9961
80633,spm,,389121,0,,IGM 100/1002,paratype,,humerus,,1,,,,n. gen. Khaan n. sp. mckennai,species,57026,,Khaan mckennai,species,57026,83.6,72.1,9961
80634,spm,,389121,0,,IGM 100/1002,paratype,,femur,,1,,,,n. gen. Khaan n. sp. mckennai,species,57026,,Khaan mckennai,species,57026,83.6,72.1,9961
80635,spm,,389121,0,,IGM 100/1002,paratype,,tibia,,1,,,,n. gen. Khaan n. sp. mckennai,species,57026,,Khaan mckennai,species,57026,83.6,72.1,9961
80643,spm,,533360,0,,HYMV1-1,holotype,,skull,,1,table,,,n. gen. Heyuannia n. sp. huangi,species,68048,,Heyuannia huangi,species,68048,72.1,66,38480
80644,spm,,533360,0,,HYMV1-1,holotype,,femur,,1,table,,,n. gen. Heyuannia n. sp. huangi,species,68048,,Heyuannia huangi,species,68048,72.1,66,38480
80645,spm,,533360,0,,HYMV1-1,holotype,,tibia,,1,table,,,n. gen. Heyuannia n. sp. huangi,species,68048,,Heyuannia huangi,species,68048,72.1,66,38480
80646,spm,,533360,0,,HYMV1-2,paratype,,scapula,,1,table,,,n. gen. Heyuannia n. sp. huangi,species,68048,,Heyuannia huangi,species,68048,72.1,66,38480
80647,spm,,533360,0,,HYMV1-2,paratype,,humerus,,1,table,,,n. gen. Heyuannia n. sp. huangi,species,68048,,Heyuannia huangi,species,68048,72.1,66,38480
80648,spm,,804050,32458,,IGM 100/30,holotype,,scapula,,1,,,,n. gen. Ingenia n. sp. yanshini,species,57022,recombined as,Ajancingenia yanshini,species,57022,83.6,72.1,29489
80649,spm,,804050,32458,,IGM 100/30,holotype,,humerus,,1,,,,n. gen. Ingenia n. sp. yanshini,species,57022,recombined as,Ajancingenia yanshini,species,57022,83.6,72.1,29489
80650,spm,,804050,32458,,IGM 100/30,holotype,,femur,,1,,,,n. gen. Ingenia n. sp. yanshini,species,57022,recombined as,Ajancingenia yanshini,species,57022,83.6,72.1,29489
80651,spm,,804050,32458,,IGM 100/30,holotype,,tibia,,1,,,,n. gen. Ingenia n. sp. yanshini,species,57022,recombined as,Ajancingenia yanshini,species,57022,83.6,72.1,29489
80652,spm,,929493,0,,,holotype,,,,1,,,,Anchiornis huxleyi,species,155059,,Anchiornis huxleyi,species,155059,167.7,150.8,35452
80653,spm,,929493,0,,,holotype,,humerus,,1,,,,Anchiornis huxleyi,species,155059,,Anchiornis huxleyi,species,155059,167.7,150.8,35452
80654,spm,,929493,0,,,holotype,,ulna,,1,,,,Anchiornis huxleyi,species,155059,,Anchiornis huxleyi,species,155059,167.7,150.8,35452
80655,spm,,929493,0,,,holotype,,femur,,1,,,,Anchiornis huxleyi,species,155059,,Anchiornis huxleyi,species,155059,167.7,150.8,35452
80656,spm,,929493,0,,,holotype,,tibia,,1,,,,Anchiornis huxleyi,species,155059,,Anchiornis huxleyi,species,155059,167.7,150.8,35452
80657,spm,,490894,0,,ZPAL MgD-II/29,holotype,,skull,,1,,,juvenile,n. gen. Archaeornithoides n. sp. deinosauriscus,species,65530,,Archaeornithoides deinosauriscus,species,65530,83.5,70.6,13265
80658,spm,,882032,0,,EME PV.313,holotype,,humerus,,1,table,,,n. gen. Balaur n. sp. bondoc,species,170643,,Balaur bondoc,species,170643,70.6,66,33802
80659,spm,,882032,0,,EME PV.313,holotype,,tibia,,1,table,,,n. gen. Balaur n. sp. bondoc,species,170643,,Balaur bondoc,species,170643,70.6,66,33802
80660,spm,,534996,0,,MPCA 245,holotype,,skull,,1,table,,,n. gen. Buitreraptor n. sp. gonzalezorum,species,68202,,Buitreraptor gonzalezorum,species,68202,99.6,93.5,14869
80661,spm,,534996,0,,MPCA 245,holotype,,scapula,,1,table,,,n. gen. Buitreraptor n. sp. gonzalezorum,species,68202,,Buitreraptor gonzalezorum,species,68202,99.6,93.5,14869
80662,spm,,534996,0,,MPCA 245,holotype,,coracoid,,1,table,,,n. gen. Buitreraptor n. sp. gonzalezorum,species,68202,,Buitreraptor gonzalezorum,species,68202,99.6,93.5,14869
80663,spm,,534996,0,,MPCA 245,holotype,,humerus,,1,table,,,n. gen. Buitreraptor n. sp. gonzalezorum,species,68202,,Buitreraptor gonzalezorum,species,68202,99.6,93.5,14869
80664,spm,,534996,0,,MPCA 245,holotype,,radius,,1,table,,,n. gen. Buitreraptor n. sp. gonzalezorum,species,68202,,Buitreraptor gonzalezorum,species,68202,99.6,93.5,14869
80665,spm,,534996,0,,MPCA 245,holotype,,ulna,,1,table,,,n. gen. Buitreraptor n. sp. gonzalezorum,species,68202,,Buitreraptor gonzalezorum,species,68202,99.6,93.5,14869
80666,spm,,534996,0,,MPCA 245,holotype,,femur,,1,table,,,n. gen. Buitreraptor n. sp. gonzalezorum,species,68202,,Buitreraptor gonzalezorum,species,68202,99.6,93.5,14869
80667,spm,,534996,0,,MPCA 245,holotype,,tibia,,1,table,,,n. gen. Buitreraptor n. sp. gonzalezorum,species,68202,,Buitreraptor gonzalezorum,species,68202,99.6,93.5,14869
80668,spm,,534996,0,,MPCA 245,holotype,,fibula,,1,table,,,n. gen. Buitreraptor n. sp. gonzalezorum,species,68202,,Buitreraptor gonzalezorum,species,68202,99.6,93.5,14869
80669,spm,,534996,0,,MPCA 245,holotype,,femur,,1,table,,,n. gen. Buitreraptor n. sp. gonzalezorum,species,68202,,Buitreraptor gonzalezorum,species,68202,99.6,93.5,14869
80670,spm,,905413,0,,BMNH A1234,holotype,,femur,,1,,,,n. gen. Elopteryx n. sp. nopcsai,species,90546,,Elopteryx nopcsai,species,90546,83.5,66,34611
80671,spm,,482022,13615,,MCF PVPH 77,holotype,,femur,,1,,,,n. gen. Neuquenraptor n. sp. argentinus,species,64531,,Neuquenraptor argentinus,species,64531,93.5,85.8,12706
80672,spm,,897378,0,,UA 8656,holotype,,scapula,,1,table,,,Rahonavis ? ostromi,species,64133,,Rahonavis ostromi,species,64131,72.1,66,12456
80673,spm,,897378,0,,UA 8656,holotype,,radius,,1,table,,,Rahonavis ? ostromi,species,64133,,Rahonavis ostromi,species,64131,72.1,66,12456
80674,spm,,897378,0,,UA 8656,holotype,,ulna,,1,table,,,Rahonavis ? ostromi,species,64133,,Rahonavis ostromi,species,64131,72.1,66,12456
80675,spm,,897378,0,,UA 8656,holotype,,femur,,1,table,,,Rahonavis ? ostromi,species,64133,,Rahonavis ostromi,species,64131,72.1,66,12456
80676,spm,,897378,0,,UA 8656,holotype,,femur,,1,table,,,Rahonavis ? ostromi,species,64133,,Rahonavis ostromi,species,64131,72.1,66,12456
80677,spm,,897378,0,,UA 8656,holotype,,tibia,,1,table,,,Rahonavis ? ostromi,species,64133,,Rahonavis ostromi,species,64131,72.1,66,12456
80678,spm,,897378,0,,UA 8656,holotype,,tibia,,1,table,,,Rahonavis ? ostromi,species,64133,,Rahonavis ostromi,species,64131,72.1,66,12456
80679,spm,,401695,0,,NMV P186303,holotype,,femur,,1,,,,n. gen. Timimus n. sp. hermani,species,57100,,Timimus hermani,species,57100,122.46,109,10341
80680,spm,,401695,0,,NMV P186323,paratype,,femur,,1,,,? juvenile,n. gen. Timimus n. sp. hermani,species,57100,,Timimus hermani,species,57100,122.46,109,10341
80681,spm,,534263,13621,,MCF PVPH 78,holotype,,humerus,,1,,,,n. gen. Unenlagia n. sp. comahuensis,species,65422,,Unenlagia comahuensis,species,65422,93.5,85.8,13200
80682,spm,,534263,13621,,MCF PVPH 78,holotype,,femur,,1,,,,n. gen. Unenlagia n. sp. comahuensis,species,65422,,Unenlagia comahuensis,species,65422,93.5,85.8,13200
80683,spm,,534263,13621,,MCF PVPH 78,holotype,,tibia,,1,,,,n. gen. Unenlagia n. sp. comahuensis,species,65422,,Unenlagia comahuensis,species,65422,93.5,85.8,13200
80684,spm,,520103,0,,BMNH A3658,holotype,,humerus,,1,,,,n. gen. Wyleyia n. sp. valdensis,species,67357,nomen dubium,Avialae,unranked clade,53211,132.9,125,14311
80685,spm,,964027,0,,STM 27-2,holotype,,skull,,1,,,,n. gen. Xiaotingia n. sp. zhengi,species,193134,,Xiaotingia zhengi,species,193134,167.7,150.8,36800
80686,spm,,964027,0,,STM 27-2,holotype,left,scapula,,1,,,,n. gen. Xiaotingia n. sp. zhengi,species,193134,,Xiaotingia zhengi,species,193134,167.7,150.8,36800
80687,spm,,964027,0,,STM 27-2,holotype,left,humerus,,1,,,,n. gen. Xiaotingia n. sp. zhengi,species,193134,,Xiaotingia zhengi,species,193134,167.7,150.8,36800
80688,spm,,964027,0,,STM 27-2,holotype,left,ulna,,1,,,,n. gen. Xiaotingia n. sp. zhengi,species,193134,,Xiaotingia zhengi,species,193134,167.7,150.8,36800
80689,spm,,964027,0,,STM 27-2,holotype,left,radius,,1,,,,n. gen. Xiaotingia n. sp. zhengi,species,193134,,Xiaotingia zhengi,species,193134,167.7,150.8,36800
80690,spm,,964027,0,,STM 27-2,holotype,left,femur,,1,,,,n. gen. Xiaotingia n. sp. zhengi,species,193134,,Xiaotingia zhengi,species,193134,167.7,150.8,36800
80733,spm,,586532,0,,FIP001,holotype,,skull,,1,table,,,n. gen. Bambiraptor n. sp. feinbergi,species,82048,,Bambiraptor feinbergi,species,82048,83.6,72.1,15024
80734,spm,,586532,0,,FIP001,holotype,right,scapula,,1,table,,,n. gen. Bambiraptor n. sp. feinbergi,species,82048,,Bambiraptor feinbergi,species,82048,83.6,72.1,15024
80735,spm,,586532,0,,FIP001,holotype,left,coracoid,,1,table,,,n. gen. Bambiraptor n. sp. feinbergi,species,82048,,Bambiraptor feinbergi,species,82048,83.6,72.1,15024
80736,spm,,586532,0,,FIP001,holotype,left,humerus,,1,table,,,n. gen. Bambiraptor n. sp. feinbergi,species,82048,,Bambiraptor feinbergi,species,82048,83.6,72.1,15024
80737,spm,,586532,0,,FIP001,holotype,left,ulna,,1,table,,,n. gen. Bambiraptor n. sp. feinbergi,species,82048,,Bambiraptor feinbergi,species,82048,83.6,72.1,15024
80738,spm,,586532,0,,FIP001,holotype,left,femur,,1,table,,,n. gen. Bambiraptor n. sp. feinbergi,species,82048,,Bambiraptor feinbergi,species,82048,83.6,72.1,15024
80739,spm,,586532,0,,FIP001,holotype,left,tibia,,1,table,,,n. gen. Bambiraptor n. sp. feinbergi,species,82048,,Bambiraptor feinbergi,species,82048,83.6,72.1,15024
80740,spm,,586532,0,,FIP 002-136,paratype,,femur,,1,table,,,n. gen. Bambiraptor n. sp. feinbergi,species,82048,,Bambiraptor feinbergi,species,82048,83.6,72.1,15024
80741,spm,,586532,0,,FIP 002-136,paratype,,humerus,,1,table,,,n. gen. Bambiraptor n. sp. feinbergi,species,82048,,Bambiraptor feinbergi,species,82048,83.6,72.1,15024
80742,spm,,586532,0,,FIP 002-136,paratype,,tibia,,1,table,,,n. gen. Bambiraptor n. sp. feinbergi,species,82048,,Bambiraptor feinbergi,species,82048,83.6,72.1,15024
80743,spm,,811553,0,,IVPP V13474,holotype,,humerus,,1,table,,,n. gen. Graciliraptor n. sp. lujiatunensis,species,146457,,Graciliraptor lujiatunensis,species,146457,125.45,122.46,29877
80744,spm,,811553,0,,IVPP V13474,holotype,,radius,,1,table,,,n. gen. Graciliraptor n. sp. lujiatunensis,species,146457,,Graciliraptor lujiatunensis,species,146457,125.45,122.46,29877
80745,spm,,811553,0,,IVPP V13474,holotype,,ulna,,1,table,,,n. gen. Graciliraptor n. sp. lujiatunensis,species,146457,,Graciliraptor lujiatunensis,species,146457,125.45,122.46,29877
80746,spm,,811553,0,,IVPP V13474,holotype,,tibiotarsus,,1,table,,,n. gen. Graciliraptor n. sp. lujiatunensis,species,146457,,Graciliraptor lujiatunensis,species,146457,125.45,122.46,29877
80747,spm,,811553,0,,IVPP V13474,holotype,,fibula,,1,table,,,n. gen. Graciliraptor n. sp. lujiatunensis,species,146457,,Graciliraptor lujiatunensis,species,146457,125.45,122.46,29877
80748,spm,,519797,0,,IVPP V12811,holotype,,skull,,1,table,,,n. gen. Sinornithosaurus n. sp. millenii,species,68205,,Sinornithosaurus millenii,species,68205,130,122.46,14889
80749,spm,,519797,0,,IVPP V12811,holotype,,scapula,,1,table,,,n. gen. Sinornithosaurus n. sp. millenii,species,68205,,Sinornithosaurus millenii,species,68205,130,122.46,14889
80750,spm,,519797,0,,IVPP V12811,holotype,,coracoid,,1,table,,,n. gen. Sinornithosaurus n. sp. millenii,species,68205,,Sinornithosaurus millenii,species,68205,130,122.46,14889
80751,spm,,519797,0,,IVPP V12811,holotype,,humerus,,1,table,,,n. gen. Sinornithosaurus n. sp. millenii,species,68205,,Sinornithosaurus millenii,species,68205,130,122.46,14889
80752,spm,,519797,0,,IVPP V12811,holotype,,humerus,,1,table,,,n. gen. Sinornithosaurus n. sp. millenii,species,68205,,Sinornithosaurus millenii,species,68205,130,122.46,14889
80753,spm,,519797,0,,IVPP V12811,holotype,,radius,,1,table,,,n. gen. Sinornithosaurus n. sp. millenii,species,68205,,Sinornithosaurus millenii,species,68205,130,122.46,14889
80754,spm,,519797,0,,IVPP V12811,holotype,,ulna,,1,table,,,n. gen. Sinornithosaurus n. sp. millenii,species,68205,,Sinornithosaurus millenii,species,68205,130,122.46,14889
80755,spm,,519797,0,,IVPP V12811,holotype,,femur,,1,table,,,n. gen. Sinornithosaurus n. sp. millenii,species,68205,,Sinornithosaurus millenii,species,68205,130,122.46,14889
80756,spm,,824853,0,,D2140,holotype,,skull,,1,table,,,Sinornithosaurus n. sp. haoiana,species,152532,,Sinornithosaurus haoiana,species,152532,125.45,122.46,30569
80757,spm,,824853,0,,D2140,holotype,,scapula,,1,table,,,Sinornithosaurus n. sp. haoiana,species,152532,,Sinornithosaurus haoiana,species,152532,125.45,122.46,30569
80758,spm,,824853,0,,D2140,holotype,,ulna,,1,table,,,Sinornithosaurus n. sp. haoiana,species,152532,,Sinornithosaurus haoiana,species,152532,125.45,122.46,30569
80759,spm,,537524,0,,IVPP V 12330,holotype,,skull,,1,,,,n. gen. Microraptor n. sp. zhaoianus,species,68239,,Microraptor zhaoianus,species,68239,125,113,14918
80760,spm,,537524,0,,IVPP V 12330,holotype,,radius,,1,,,,n. gen. Microraptor n. sp. zhaoianus,species,68239,,Microraptor zhaoianus,species,68239,125,113,14918
80761,spm,,537524,0,,IVPP V 12330,holotype,,ulna,,1,,,,n. gen. Microraptor n. sp. zhaoianus,species,68239,,Microraptor zhaoianus,species,68239,125,113,14918
80762,spm,,537524,0,,IVPP V 12330,holotype,,femur,,1,,,,n. gen. Microraptor n. sp. zhaoianus,species,68239,,Microraptor zhaoianus,species,68239,125,113,14918
80763,spm,,537524,0,,IVPP V 12330,holotype,,tibia,,1,,,,n. gen. Microraptor n. sp. zhaoianus,species,68239,,Microraptor zhaoianus,species,68239,125,113,14918
80764,spm,,535893,0,,CAGS 20-8-001,,,humerus,,1,,,,Microraptor zhaoianus,species,68239,,Microraptor zhaoianus,species,68239,125,113,33219
80765,spm,,535893,0,,CAGS 20-8-001,,,ulna,,1,,,,Microraptor zhaoianus,species,68239,,Microraptor zhaoianus,species,68239,125,113,33219
80766,spm,,535893,0,,CAGS 20-8-001,,,tibiotarsus,,1,,,,Microraptor zhaoianus,species,68239,,Microraptor zhaoianus,species,68239,125,113,33219
80767,spm,,536667,0,,IVPP V13352,,,humerus,,1,table,,,Microraptor n. sp. gui,species,68246,,Microraptor gui,species,68246,125,113,14924
80768,spm,,536667,0,,IVPP V13352,,,radius,,1,table,,,Microraptor n. sp. gui,species,68246,,Microraptor gui,species,68246,125,113,14924
80769,spm,,536667,0,,IVPP V13352,,,ulna,,1,table,,,Microraptor n. sp. gui,species,68246,,Microraptor gui,species,68246,125,113,14924
80770,spm,,536667,0,,IVPP V13352,,,tibiotarsus,,1,table,,,Microraptor n. sp. gui,species,68246,,Microraptor gui,species,68246,125,113,14924
80771,spm,,535893,0,,CAGS 20-8-001,,,radius,,1,table,,,Microraptor zhaoianus,species,68239,,Microraptor zhaoianus,species,68239,125,113,14909
80772,spm,,535893,0,,CAGS 20-8-001,,,femur,,1,table,,,Microraptor zhaoianus,species,68239,,Microraptor zhaoianus,species,68239,125,113,14909
80773,spm,,535893,0,,CAGS 20-8-001,,,tibiotarsus,,1,table,,,Microraptor zhaoianus,species,68239,,Microraptor zhaoianus,species,68239,125,113,14909
80774,spm,,535893,0,,CAGS 20-8-001,,,fibula,,1,table,,,Microraptor zhaoianus,species,68239,,Microraptor zhaoianus,species,68239,125,113,14909
80775,spm,,535893,0,,CAGS 20-8-001,,,femur,,1,table,,,Microraptor zhaoianus,species,68239,,Microraptor zhaoianus,species,68239,125,113,14909
80776,spm,,535893,0,,CAGS 20-8-004,,,humerus,,1,table,,,Microraptor zhaoianus,species,68239,,Microraptor zhaoianus,species,68239,125,113,14909
80777,spm,,535893,0,,CAGS 20-8-004,,,humerus,,1,table,,,Microraptor zhaoianus,species,68239,,Microraptor zhaoianus,species,68239,125,113,14909
80778,spm,,535893,0,,CAGS 20-8-004,,,radius,,1,table,,,Microraptor zhaoianus,species,68239,,Microraptor zhaoianus,species,68239,125,113,14909
80779,spm,,535893,0,,CAGS 20-8-004,,,ulna,,1,table,,,Microraptor zhaoianus,species,68239,,Microraptor zhaoianus,species,68239,125,113,14909
80780,spm,,535893,0,,CAGS 20-8-004,,,fibula,,1,table,,,Microraptor zhaoianus,species,68239,,Microraptor zhaoianus,species,68239,125,113,14909
80781,spm,,535893,0,,CAGS 20-8-004,,,femur,,1,table,,,Microraptor zhaoianus,species,68239,,Microraptor zhaoianus,species,68239,125,113,14909
80782,spm,,535893,0,,CAGS 20-8-004,,,femur,,1,table,,,Microraptor zhaoianus,species,68239,,Microraptor zhaoianus,species,68239,125,113,14909
80783,spm,,535893,0,,CAGS 20-8-004,,,tibiotarsus,,1,table,,,Microraptor zhaoianus,species,68239,,Microraptor zhaoianus,species,68239,125,113,14909
80784,spm,,739676,23300,,LPM 0200/0201 = BPM 1 3-13,holotype,,femur,,1,,,,n. gen. Cryptovolans n. sp. pauli,species,169939,subjective synonym of,Microraptor zhaoianus,species,68239,125,113,33218
80785,spm,,739676,23300,,LPM 0200/0201 = BPM 1 3-13,holotype,,tibia,,1,,,,n. gen. Cryptovolans n. sp. pauli,species,169939,subjective synonym of,Microraptor zhaoianus,species,68239,125,113,33218
80786,spm,,739676,23300,,LPM 0159,paratype,,humerus,,1,,,,n. gen. Cryptovolans n. sp. pauli,species,169939,subjective synonym of,Microraptor zhaoianus,species,68239,125,113,33218
80787,spm,,739676,23300,,LPM 0159,paratype,,radius,,1,,,,n. gen. Cryptovolans n. sp. pauli,species,169939,subjective synonym of,Microraptor zhaoianus,species,68239,125,113,33218
80788,spm,,739676,23300,,LPM 0159,paratype,,femur,,1,,,,n. gen. Cryptovolans n. sp. pauli,species,169939,subjective synonym of,Microraptor zhaoianus,species,68239,125,113,33218
80789,spm,,739676,23300,,LPM 0159,paratype,,tibia,,1,,,,n. gen. Cryptovolans n. sp. pauli,species,169939,subjective synonym of,Microraptor zhaoianus,species,68239,125,113,33218
80791,spm,,248061,0,,MOR 666,,,tibia,,1,table,,,Saurornitholestes langstoni,species,54556,,Saurornitholestes langstoni,species,54556,83.5,70.6,34423
80792,spm,,248061,0,,MOR 666,,,fibula,,1,table,,,Saurornitholestes langstoni,species,54556,,Saurornitholestes langstoni,species,54556,83.5,70.6,34423
80800,spm,,629281,0,,IGM 100/1015,holotype,,skull,,1,,,,n. gen. Tsaagan n. sp. mangas,species,90550,,Tsaagan mangas,species,90550,83.5,70.6,19381
80801,spm,,1066199,0,,IVPP V16923,holotype,,skull,,1,,,,n. gen. Linheraptor n. sp. exquisitus,species,185191,,Linheraptor exquisitus,species,185191,83.6,72.1,36118
80802,spm,,1066199,0,,IVPP V16923,holotype,,scapula,,1,,,,n. gen. Linheraptor n. sp. exquisitus,species,185191,,Linheraptor exquisitus,species,185191,83.6,72.1,36118
80803,spm,,1066199,0,,IVPP V16923,holotype,,humerus,,1,,,,n. gen. Linheraptor n. sp. exquisitus,species,185191,,Linheraptor exquisitus,species,185191,83.6,72.1,36118
80804,spm,,1066199,0,,IVPP V16923,holotype,,radius,,1,,,,n. gen. Linheraptor n. sp. exquisitus,species,185191,,Linheraptor exquisitus,species,185191,83.6,72.1,36118
80805,spm,,1066199,0,,IVPP V16923,holotype,,femur,,1,,,,n. gen. Linheraptor n. sp. exquisitus,species,185191,,Linheraptor exquisitus,species,185191,83.6,72.1,36118
80806,spm,,1066199,0,,IVPP V16923,holotype,,tibiotarsus,,1,,,,n. gen. Linheraptor n. sp. exquisitus,species,185191,,Linheraptor exquisitus,species,185191,83.6,72.1,36118
80807,spm,,297282,0,,MDE-D158,paratype,,humerus,,1,,,,n. gen. Variraptor n. sp. mechinorum,species,65136,,Variraptor mechinorum,species,65136,83.5,66,29887
80808,spm,,297282,0,,MDE-D203,paratype,,femur,,1,,,,n. gen. Variraptor n. sp. mechinorum,species,65136,,Variraptor mechinorum,species,65136,83.5,66,29887
80811,spm,,837817,0,,RTMP 95.166.1,holotype,,skull,,1,,,,n. gen. Atrociraptor n. sp. marshalli,species,132126,,Atrociraptor marshalli,species,132126,83.5,66,31419
80813,spm,,537891,13830,,FR.MNUFR-15,holotype,,femur,,1,,,,n. gen. Achillobator n. sp. giganticus,species,68418,,Achillobator giganticus,species,68418,100.5,83.6,15022
80814,spm,,537891,13830,,FR.MNUFR-15,holotype,,tibia,,1,,,,n. gen. Achillobator n. sp. giganticus,species,68418,,Achillobator giganticus,species,68418,100.5,83.6,15022
80815,spm,,537891,13830,,FR.MNUFR-15,holotype,,radius,,1,,,,n. gen. Achillobator n. sp. giganticus,species,68418,,Achillobator giganticus,species,68418,100.5,83.6,15022
80816,spm,,284147,0,,CEU 184v.260,paratype,,tibia,,1,,,,n. gen. Utahraptor n. sp. ostrommaysi,species,66450,,Utahraptor ostrommaysi,species,66450,129.4,125,7471
80817,spm,,284613,0,,BYU 15465,,,femur,,1,,,,Utahraptor ostrommaysi,species,66450,,Utahraptor ostrommaysi,species,66450,125.45,122.46,31351
80818,spm,,536413,0,,IVPP V12733,holotype,,skull,,1,table,,,n. gen. Mei n. sp. long,species,68250,,Mei long,species,68250,125.45,122.46,14926
80819,spm,,536413,0,,IVPP V12733,holotype,,scapula,,1,table,,,n. gen. Mei n. sp. long,species,68250,,Mei long,species,68250,125.45,122.46,14926
80820,spm,,536413,0,,IVPP V12733,holotype,,humerus,,1,table,,,n. gen. Mei n. sp. long,species,68250,,Mei long,species,68250,125.45,122.46,14926
80821,spm,,536413,0,,IVPP V12733,holotype,,radius,,1,table,,,n. gen. Mei n. sp. long,species,68250,,Mei long,species,68250,125.45,122.46,14926
80822,spm,,536413,0,,IVPP V12733,holotype,,femur,,1,table,,,n. gen. Mei n. sp. long,species,68250,,Mei long,species,68250,125.45,122.46,14926
80823,spm,,536413,0,,IVPP V12733,holotype,,tibia,,1,table,,,n. gen. Mei n. sp. long,species,68250,,Mei long,species,68250,125.45,122.46,14926
80824,spm,,536678,0,,IVPP V12615,holotype,,skull,,1,table,,,n. gen. Sinovenator n. sp. changii,species,64889,,Sinovenator changii,species,64889,125.45,122.46,12906
80825,spm,,536678,0,,IVPP V12615,holotype,,scapula,,1,table,,,n. gen. Sinovenator n. sp. changii,species,64889,,Sinovenator changii,species,64889,125.45,122.46,12906
80826,spm,,536678,0,,IVPP V12615,holotype,,femur,,1,table,,,n. gen. Sinovenator n. sp. changii,species,64889,,Sinovenator changii,species,64889,125.45,122.46,12906
80827,spm,,536678,0,,IVPP V12615,holotype,,tibia,,1,table,,,n. gen. Sinovenator n. sp. changii,species,64889,,Sinovenator changii,species,64889,125.45,122.46,12906
80828,spm,,536678,0,,IVPP V12583,paratype,,humerus,,1,table,,,n. gen. Sinovenator n. sp. changii,species,64889,,Sinovenator changii,species,64889,125.45,122.46,12906
80829,spm,,536678,0,,IVPP V12583,paratype,,radius,,1,table,,,n. gen. Sinovenator n. sp. changii,species,64889,,Sinovenator changii,species,64889,125.45,122.46,12906
80830,spm,,536678,0,,IVPP V12583,paratype,,ulna,,1,table,,,n. gen. Sinovenator n. sp. changii,species,64889,,Sinovenator changii,species,64889,125.45,122.46,12906
80831,spm,,536678,0,,IVPP V12583,paratype,,femur,,1,table,,,n. gen. Sinovenator n. sp. changii,species,64889,,Sinovenator changii,species,64889,125.45,122.46,12906
80832,spm,,536678,0,,IVPP V12583,paratype,,tibiotarsus,,1,table,,,n. gen. Sinovenator n. sp. changii,species,64889,,Sinovenator changii,species,64889,125.45,122.46,12906
80833,spm,,536678,0,,IVPP V12583,holotype,,tibiotarsus,,1,table,,,n. gen. Sinovenator n. sp. changii,species,64889,,Sinovenator changii,species,64889,125.45,122.46,12906
80834,spm,,367436,35435,,CMN 12340,,,ulna,,1,,,,Troodon formosus,species,54818,,Troodon formosus,species,54818,83.5,70.6,9232
